Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Part_Number,No_of_Reviews,Energy_Efficiency,Item_name,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,2 tons,,,,,,,,,B00RGHDS9K," 50,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-YC24QKYS3 Split AC (2 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC24QKYS3,,,Silver,,Split,,,http://www.amazon.in/Panasonic-CS-CU-YC24QKYS3-Rating-Silver/dp/B00RGHDS9K/ref=sr_1_775?ie=UTF8&qid=1485033361&s=kitchen&sr=1-775
,1.5 tons,,,,,,,,,B00RGHDXZE," 41,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-YC18QKYH3 Split AC (1.5 Ton, 3 Star Rating, Metallic Grey, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC18QKYH3,,,Metallic Grey,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-YC18QKYH3-Rating-Metallic/dp/B00RGHDXZE/ref=sr_1_773?ie=UTF8&qid=1485033361&s=kitchen&sr=1-773
,1 tons,,,,,,,,,B00RGHDUT8," 36,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-YC12QKYH3 Split AC (1 Ton, 3 Star Rating, Metallic Grey, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC12QKYH3,,,Metallic Grey,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-YC12QKYH3-Rating-Metallic/dp/B00RGHDUT8/ref=sr_1_774?ie=UTF8&qid=1485033361&s=kitchen&sr=1-774
,2 tons,,,,,,,,,B00RGHE0LU," 50,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-YC24QKYH3 Split AC (2 Ton, 3 Star Rating, Metallic Grey, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC24QKYH3,,,Metallic Grey,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-YC24QKYH3-Rating-Metallic/dp/B00RGHE0LU/ref=sr_1_772?ie=UTF8&qid=1485033361&s=kitchen&sr=1-772
,1 tons,,,,,,,,,B00RGHE38U," 34,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-UC12QKYT3 Split AC (1 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-UC12QKYT3,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-UC12QKYT3-Rating-Metallic/dp/B00RGHE38U/ref=sr_1_771?ie=UTF8&qid=1485033361&s=kitchen&sr=1-771
,2 tons,,,,,,,,,B00RGHE9F2," 48,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-UC24QKYT3 Split AC (2 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-UC24QKYT3,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-UC24QKYT3-Rating-Metallic/dp/B00RGHE9F2/ref=sr_1_769?ie=UTF8&qid=1485033361&s=kitchen&sr=1-769
,1.5 tons,,,,,,,,,B00RGHE6EG," 39,990.00",Panasonic,,,3 Star Rating,"Panasonic CS/CU-UC18QKYT3 Split AC (1.5 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-UC18QKYT3,,,Metallic Red,,Split,,,http://www.amazon.in/Panasonic-CS-CU-UC18QKYT3-Rating-Metallic/dp/B00RGHE6EG/ref=sr_1_770?ie=UTF8&qid=1485033361&s=kitchen&sr=1-770
,1.5 tons,,,,,,,,,B00RGHEFDS," 37,990.00",Panasonic,,,2 Star Rating,"Panasonic CS/CU-YC18QKYT2 Split AC (1.5 Ton, 2 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC18QKYT2,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-YC18QKYT2-Rating-Metallic/dp/B00RGHEFDS/ref=sr_1_767/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-767
,2 tons,,,,,,,,,B00RGHEHWC," 46,990.00",Panasonic,,,2 Star Rating,"Panasonic CS/CU-YC24QKYT2 Split AC (2 Ton, 2 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-YC24QKYT2,,,Metallic Red,,Split,,,http://www.amazon.in/Panasonic-CS-CU-YC24QKYT2-Rating-Metallic/dp/B00RGHEHWC/ref=sr_1_766/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-766
,1 tons,,,,,,,,,B00RGHEL8C," 29,990.00",Panasonic,,,2 Star Rating,"Panasonic CS/CU-UC12QKYT2 Split AC (1 Ton, 2 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-UC12QKYT2,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-UC12QKYT2-Rating-Metallic/dp/B00RGHEL8C/ref=sr_1_765/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-765
,1.5 tons,,,,,,,,,B00RGHEP1A," 35,990.00",Panasonic,,,2 Star Rating,"Panasonic CU-UC18QKYT2 Split AC (1.5 Ton, 2 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CU-UC18QKYT2,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CU-UC18QKYT2-Rating-Metallic-Copper/dp/B00RGHEP1A/ref=sr_1_764/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-764
,2 tons,,,,,,,,,B00RGHES8K," 44,990.00",Panasonic,,,2 Star Rating,"Panasonic CS/CU-UC24QKYT2 Split AC (2 Ton, 2 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",,,CS/CU-UC24QKYT2,,,Metallic Red,,Split,,230 Volts,http://www.amazon.in/Panasonic-CS-CU-UC24QKYT2-Rating-Metallic/dp/B00RGHES8K/ref=sr_1_763/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-763
,1 tons,,,,,,,,,B00RGHEVLO," 26,500.00",Panasonic,,,3 Star Rating,"Panasonic CW-YC1214YA Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","30,490.00",,CW-YC1214YA,#503,"#5,02,043",White,,Window,,230 Volts,http://www.amazon.in/Panasonic-CW-YC1214YA-Window-Rating-Copper/dp/B00RGHEVLO/ref=sr_1_762/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-762
,1.5 tons,,,,,,,,,B00RLIF4R8," 29,500.00",Daikin,,,2 Star Rating,"Daikin FTEL 50 PRV16 Split AC ( 1.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen","36,700.00",Remote Control,FTEL 50 PRV16,,,White,,Split,,,http://www.amazon.in/Daikin-FTEL-50-PRV16-Rating/dp/B00RLIF4R8/ref=sr_1_761/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-761
,1 tons,42 dB,,,,,,,,B00RT2BUS8," 28,999.00",Voltas,,,Inverter,"Voltas SAC 12V CY Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen","36,084.00",,SAC 12V CY-Invrtr (Cool Only),#430,"#4,01,325",White,1100 Watts,Split,,230 Volts,http://www.amazon.in/Voltas-SAC-12V-Inverter-Copper/dp/B00RT2BUS8/ref=sr_1_760/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-760
,1.5 tons,45 dB,,,,,,,,B00RTBTM98," 40,767.00",Mitsubishi,,,3 Star Rating,"Mitsubishi MS-HK18VA Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen","43,630.00",,MS-HK18VA,,,White,1480 Watts,Split,,230 Volts,http://www.amazon.in/Mitsubishi-MS-HK18VA-Split-Rating-White/dp/B00RTBTM98/ref=sr_1_759/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-759
,2.5 tons,46 dB,,,,,,,,B00RTBTX38," 73,891.00",Mitsubishi,,,2 Star Rating,"Mitsubishi MS-E30VC Split AC (2.5 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen","79,080.00",,MS-E30VC,,,White,,Split,,230 Volts,http://www.amazon.in/Mitsubishi-MS-E30VC-Split-Rating-White/dp/B00RTBTX38/ref=sr_1_758/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-758
,1 tons,,,,,,,,,B00RTBUF2G," 48,597.00",Mitsubishi,,,Inverter,"Mitsubish MSY-GE13 Inverter Split AC (1 Ton, White): Amazon.in: Home & Kitchen",,Remote Control,MSY-GE13,,,White,1020 Watts,Split,,230 Volts,http://www.amazon.in/Mitsubish-MSY-GE13-Inverter-Split-White/dp/B00RTBUF2G/ref=sr_1_757/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-757
,1.25 tons,,,,,,,,,B00RTBUU1C," 54,988.00",Mitsubishi,,,Inverter,"Mitsubishi MSY-GE15 Inverter Split AC (1.25 Ton, White): Amazon.in: Home & Kitchen",,Remote Control,MSY-GE15,,,White,,Split,,230 Volts,http://www.amazon.in/Mitsubishi-MSY-GE15-Inverter-Split-White/dp/B00RTBUU1C/ref=sr_1_756/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-756
,1.5 tons,,,,,,,,,B00RTBV8LI," 61,594.00",Mitsubishi,,,Inverter,"Mitsubishi MSY-GE18 Inverter Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen",,Remote Control,MSY-GE18,,,White,,Split,,230 Volts,http://www.amazon.in/Mitsubishi-MSY-GE18-Inverter-Split-White/dp/B00RTBV8LI/ref=sr_1_755/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-755
,1 tons,,,,,,,,,B00RTBZCEW," 25,000.00",Onida,,,2 Star Rating,"Onida S122SMH Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,Remote Control,S122SMH,#610,"#5,88,450",White,1140 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S122SMH-Split-Rating-Copper/dp/B00RTBZCEW/ref=sr_1_753/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-753
,1 tons,37 dB,,,,,,,,B00RTBZ1RU," 29,231.00",Onida,,,5 Star Rating,"Onida S125DFL Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen","33,690.00",Remote Control,S125DFL,,,White,975 Watts,Split,,,http://www.amazon.in/Onida-S125DFL-Split-Rating-Copper/dp/B00RTBZ1RU/ref=sr_1_754/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-754
,1 tons,29 dB,,,,,,,,B00RTBZR1A," 23,764.00",Onida,,,2 Star Rating,"Onida S122DFL Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","33,990.00",Remote Control,S122DFL,#406,"#3,93,216",White,,Split,,230 Volts,http://www.amazon.in/Onida-S122DFL-Split-Rating-Copper/dp/B00RTBZR1A/ref=sr_1_752/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-752
,1.5 tons,42 dB,,,,,,,,B00RTC0390," 35,043.00",Onida,,,5 Star Rating,"Onida S185FLT-N Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen","40,390.00",Remote Control,S185FLT-N,,,White,1450 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S185FLT-N-Split-Rating-Copper/dp/B00RTC0390/ref=sr_1_751/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-751
,1.5 tons,35 dB,The seller is cheating.The actual product on the very site of Onida says it has got two star rating for energy consumption.,,,,,,,B00RTC0TO4," 28,363.00",Onida,,1 review,2 Star Rating,"Onida S182DFL Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","33,090.00",Remote Control,S182DFL,#398,"#3,84,971",White,,Split,1.0 out of 5 stars,,http://www.amazon.in/Onida-S182DFL-Split-Rating-Copper/dp/B00RTC0TO4/ref=sr_1_750/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-750
,1 tons,38 dB,,,,,,,,B00RVIC0NE," 26,550.00",Blue Star,,,2 Star Rating,"Blue Star 2HW12OC1 Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","31,000.00",,2HW12OC1,,,White,1170 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-2HW12OC1-Rating-Copper/dp/B00RVIC0NE/ref=sr_1_748/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-748
,2 tons,42 dB,,,,,,,,B00RVIBIZA," 60,000.00",Blue Star,,,Inverter,"Blue Star CNHW24CAF Inverter Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen","63,400.00",,CNHW24CAF,,,White,,Split,,230 Volts,http://www.amazon.in/Blue-Star-CNHW24CAF-Inverter-Copper/dp/B00RVIBIZA/ref=sr_1_749/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-749
,1 tons,,,,,,,,,B00RWZKVXC," 27,500.00",Lloyd,,,5 Star Rating,"Lloyd LS13A5LN Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen","31,990.00",,LS13A5LN,#549,"#5,24,219",White,,Split,,230 Volts,http://www.amazon.in/Lloyd-LS13A5LN-Split-Rating-White/dp/B00RWZKVXC/ref=sr_1_747/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-747
,2 tons,,,,,,,,,B00RWZL294," 41,990.00",LLYOD,,,2 Star Rating,"Llyod LS24A2N Split AC (2 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",,,LS24A2N,#490,"#4,82,240",White,,Split,,230 Volts,http://www.amazon.in/Llyod-LS24A2N-Split-Rating-White/dp/B00RWZL294/ref=sr_1_746/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-746
,1 tons,40 dB,,,,,,,,B00RXDKJ6C," 44,000.00",Blue Star,,,3 Star Rating,"Blue Star 3HW12JAR1 Split AC (1 Ton, Red): Amazon.in: Home & Kitchen",,,3HW12JAR1,,,Red,,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW12JAR1-Split-Ton/dp/B00RXDKJ6C/ref=sr_1_745/255-3900494-5060325?ie=UTF8&qid=1485033360&s=kitchen&sr=1-745
,1.5 tons,44 dB,,,,,,,,B00RXDM4KG," 49,000.00",Panasonic,,,,"Panasonic KC18RKY Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",,,KC18RKY,,,White,1540 Watts,Split,,230 Volts,http://www.amazon.in/Panasonic-KC18RKY-Split-White-Copper/dp/B00RXDM4KG/ref=sr_1_743/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-743
,1.5 tons,46 dB,,,,,,,,B00RZCM09A," 36,700.00",Daikin,,,1 Star Rating,"Daikin FTEL50NRV Split AC (1.5 Ton, 1 Star Rating, White): Amazon.in: Home & Kitchen",,,FTEL50NRV,,,White,1818 Watts,Split,,230 Volts,http://www.amazon.in/Daikin-FTEL50NRV-Split-Rating-White/dp/B00RZCM09A/ref=sr_1_741/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-741
,1 tons,39 dB,,,,,,,,B00RYIJS5E," 30,000.00",Blue Star,,,3 Star Rating,"Blue Star 3HW12VD Split AC(1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,3HW12VD,,,White,1095 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW12VD-Split-Rating/dp/B00RYIJS5E/ref=sr_1_742/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-742
,1.8 tons,45 dB,,,,,,,,B00RZCMG2G," 61,500.00",Daikin,,,Inverter,"Daikin FTKD60 Inverter Split AC (1.8 Ton, White): Amazon.in: Home & Kitchen",,,FTKD60,,,White,2100 Watts,Split,,240 Volts,http://www.amazon.in/Daikin-FTKD60-Inverter-Split-White/dp/B00RZCMG2G/ref=sr_1_740/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-740
,1 tons,33 dB,,,,,,,,B00RZCNYPE," 28,102.00",Onida,,,5 Star Rating,"Onida S125TRC Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","32,390.00",,S125TRC,,,White,955 Watts,Split,,,http://www.amazon.in/Onida-S125TRC-Split-Rating-Aluminium/dp/B00RZCNYPE/ref=sr_1_739/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-739
,1 tons,,,,,,,,,B00RZCO30E," 27,235.00",Onida,,,5 Star Rating,"Onida S125CUR Split AC (1 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","31,390.00",,S125CUR,,,White,,Split,,,http://www.amazon.in/Onida-S125CUR-Split-Rating-Aluminium/dp/B00RZCO30E/ref=sr_1_738/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-738
,1 tons,42 dB,,,,,,,,B00RZCO86I," 25,673.00",Onida,,,3 Star Rating,"Onida S123CHR Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","29,590.00",,S123CHR,,,White,1070 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S123CHR-Split-Rating-Copper/dp/B00RZCO86I/ref=sr_1_737/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-737
,1.5 tons,35 dB,,,,,,,,B00RZCOYVW," 34,610.00",Onida,,,5 Star Rating,"Onida S185TRC Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","39,890.00",,S185TRC,,,White,1480 Watts,Split,,,http://www.amazon.in/Onida-S185TRC-Split-Rating-Aluminium/dp/B00RZCOYVW/ref=sr_1_736/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-736
,1.5 tons,35 dB,,,,,,,,B00RZCP7XQ," 34,176.00",Onida,,,5 Star Rating,"Onida S185CUR Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","39,390.00",,S185CUR,#717,"#6,50,653",White,1500 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S185CUR-Split-Rating-Aluminium/dp/B00RZCP7XQ/ref=sr_1_735/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-735
,1.5 tons,42 dB,,,,,,,,B00RZCPF1K," 30,271.00",Onida,,,3 Star Rating,"Onida S183CHR Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","34,890.00",,S183CHR,,,White,1605 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S183CHR-Split-Rating-Copper/dp/B00RZCPF1K/ref=sr_1_734/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-734
,1.5 tons,33 dB,,,,,,,,B00RZCPROA," 29,231.00",Onida,,,5 Star Rating,"Onida S183CUR Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","33,690.00",,S183CUR,,,White,,Split,,230 Volts,http://www.amazon.in/Onida-S183CUR-Split-Rating-Aluminium/dp/B00RZCPROA/ref=sr_1_733/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-733
,0.75 tons,41 dB,,,,,,,,B00RZCRS9C," 27,900.00",Blue Star,,,3 Star Rating,"Blue Star 3HW09VC Split AC(0.75 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","28,800.00",Remote Control,3HW09VC,,,White,800 Watts,Split,,230 Volts,http://www.amazon.in/Blue-Star-3HW09VC-Rating-Copper/dp/B00RZCRS9C/ref=sr_1_731/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-731
,1.1 tons,38 dB,,,,,,,,B00RZCSAR6," 39,480.00",Mitsubishi,,,5 Star Rating,"Mitsubishi SRK 13 CLV-6 Split AC (1.1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen","39,490.00",,SRK 13 CLV-6,#672,"#6,36,791",White,1065 Watts,Split,,230 Volts,http://www.amazon.in/Mitsubishi-SRK-13-CLV-6-Rating/dp/B00RZCSAR6/ref=sr_1_730/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-730
,1 tons,43 dB,Top Brand Top performance. .Go with it ...,,,,,,,B00RZCT4XK," 46,480.00",Mitsubishi,,1 review,Inverter,"Mitsubishi SRK 13 YL-S Inverter Split AC (1 Ton, White): Amazon.in: Home & Kitchen",,,SRK 13 YL-S,,,White,900 Watts,Split,5.0 out of 5 stars,240 Volts,http://www.amazon.in/Mitsubishi-SRK-13-YL-S-Inverter/dp/B00RZCT4XK/ref=sr_1_728/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-728
,1.5 tons,45 dB,,,,,,,,B00RZCTBZG," 58,880.00",Mitsubishi,,,Inverter,"Mitsubishi SRK 18 YL-S Inverter Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen","58,990.00",,SRK 18 YL-S,,,White,1495 Watts,Split,,240 Volts,http://www.amazon.in/Mitsubishi-SRK-18-YL-S-Inverter/dp/B00RZCTBZG/ref=sr_1_727/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-727
,1.5 tons,,,,,,,,,B00RZDWS7I," 58,500.00",Mitsubishi,,,,"Mitsubishi SRK52-HE-2 Split AC (1.5 Ton, White): Amazon.in: Home & Kitchen","61,490.00",,SRK52-HE-2,,,White,,Split,,,http://www.amazon.in/Mitsubishi-SRK52-HE-2-Split-1-5-White/dp/B00RZDWS7I/ref=sr_1_726/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-726
,1 tons,,,,,,,,,B00RZDWXPA," 48,490.00",Mitsubishi,,,,"Mitsubishi SRK40-HG-1 Split AC (1 Ton, White): Amazon.in: Home & Kitchen","49,490.00",,SRK40-HG-1,,,White,,Split,,230 Volts,http://www.amazon.in/Mitsubishi-SRK40-HG-1-Split-Ton-White/dp/B00RZDWXPA/ref=sr_1_725/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-725
,1 tons,40 dB,,,,,,,,B00RZDXMFA," 29,790.00",Voltas,,,,"Voltas 122 DYU Split AC (1 Ton, White, Aluminium): Amazon.in: Home & Kitchen",,,122 DYU,,,White,,Split,,,http://www.amazon.in/Voltas-122-DYU-Split-Aluminium/dp/B00RZDXMFA/ref=sr_1_724/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-724
,1 tons,45 dB,,,,,,,,B00RZDXP0M," 29,990.00",Voltas,,,2 Star Rating,"Voltas 122 EY Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,,122 EY,#439,"#4,10,807",White,,Split,,230 Volts,http://www.amazon.in/Voltas-122-EY-Rating-Copper/dp/B00RZDXP0M/ref=sr_1_723/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-723
,1.5 tons,43 dB,,,,,,,,B00RZDYBGY," 31,400.00",Voltas,,,2 Star Rating,"Voltas 182 DYU Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","36,190.00",,182 DYU,,,White,,Split,,,http://www.amazon.in/Voltas-182-DYU-Rating-Copper/dp/B00RZDYBGY/ref=sr_1_722/253-7989347-9191108?ie=UTF8&qid=1485033360&s=kitchen&sr=1-722
,1.5 tons,,,,,,,,,B00RZDYOF2,,Voltas,,,,"Voltas 18H-Elegant S Split AC (1.5 Ton, Silver): Amazon.in: Home & Kitchen",,,18H-Elegant S,,,Silver,,Split,,230 Volts,http://www.amazon.in/Voltas-18H-Elegant-Split-1-5-Silver/dp/B00RZDYOF2/ref=sr_1_719/254-6304162-7047502?ie=UTF8&qid=1485033359&s=kitchen&sr=1-719
